국가,기관,발행일,제목,원문,링크,수집일
호주,DISR,2024-05-24,2024년 5월 21~22일 AI 서울 정상회의 참석국들의 서울 선언문,"The Seoul Declaration by countries attending the AI Seoul Summit, 21-22 May 2024",https://news.google.com/rss/articles/CBMirgFBVV95cUxQN3NWMWxkWDFDR09ETEc1WGJfMU1aUTh1Wl9aYmFkWVFfYUxzbmxuZGZIODlER3FSTDZxNU9uc3NoYjMxZ2dzczVGVDJaYkpETXRnTGtVVG51N1UwR3ZDNlB0NkNONTFHbXFDWVJlYnlRWUU1MDktbzR2SEptMHBIRktCaTVLTUFaZW1jeTNnZzhuSExNXzB5eDdfX3Zoa3V0OHBGamt5RDJSemlMRUE?oc=5,2026-02-04
미국,DOC,2024-05-21,"지나 라이몬도(Gina Raimondo) 미 상무장관, AI 안전에 관한 전략적 비전 발표, AI 안전 연구소 간 글로벌 협력 계획 발표","U.S. Secretary of Commerce Gina Raimondo Releases Strategic Vision on AI Safety, Announces Plan for Global Cooperation Among AI Safety Institutes",https://news.google.com/rss/articles/CBMiwgFBVV95cUxNTHNjQlJnd29PT2tuY01CX1h2a1dRM0VXWFlWb1d1U3huNkRPVUwxcU9rRXpZOF9WX3M3V09LYnF2MmhtSGpaLTJfMFRxdEFQd3lONjJBVGtrSEpqcDM3UjQ1S0FMZEI2bHdTRXJ0eDdub25LMG5NcHlKazF5NWpRbkZxTXl1X0NmaFdRNXVEMVVab1I4RkVPMkY0QUxjT3UweVl3bUU0bkRLWjR4QWJZWS1KQklWMTBiSkhvSjU5R0pGdw?oc=5,2026-02-04
오스트리아,BMF,2024-05-13,대학 공부를 시작할 때;de 결과로 공부할 때 가족 수당 자격 확대,Zeitpunkt des Beginns eines Universitätsstudiums; Verlängerung des Anspruchs auf Familienbeihilfe bei einem Studium infolge de,https://news.google.com/rss/articles/CBMia0FVX3lxTE1sdTBMR3pfcWdxa0lHUi1ndW95NDlIMV9iQ1YzU1ZFZjJyS2haLWFSVHZITjhkdDJhY1BsMlVkVzJlQW5NNFd3U1c3LUk4Y050amdENWo5aVpZdWFMU0dXQVdhRVp6UUFiVnc0?oc=5,2026-02-04
미국,DOC,2024-05-06,"CHIPS for America, 디지털 트윈 및 반도체에 대한 2억 8,500만 달러 자금 조달 기회 발표 CHIPS Manufacturing USA Institute",CHIPS for America Announces $285 million Funding Opportunity for a Digital Twin and Semiconductor CHIPS Manufacturing USA Institute,https://news.google.com/rss/articles/CBMivgFBVV95cUxPdkF0QnpfZnBrMFFvUHdPWEs5SVB4aFk4YmpoOWJYdUxvSV9YZlRETC1jRkhTRWlrdnFOWUlZM2tHTF9KOHFNczYtai14ZUEtTWtLZ0ZpekFNOTM3aVpQYXRwZXRSeFVkSkNXdEZwUktRcTZZOU5WV0VnTzc0enVOcjNYQnNmRW9YM3VsLUhqdTlJSC1RaUVwTU4xdmdrNWZzMzFNM29NSF9sVTU2cXlwbUFxLVc3cmpFNkdkdFd3?oc=5,2026-02-04
미국,DOC,2024-04-29,"상무부, 바이든 대통령의 AI 행정명령 이행을 위한 새로운 조치 발표",Department of Commerce Announces New Actions to Implement President Biden’s Executive Order on AI,https://news.google.com/rss/articles/CBMivgFBVV95cUxOejZIQVZIZWpKb1MtX0dGVGwwYXRFOUl2ZkNkdlZrRGFqVTNPWnBObDljSTNQVjAyckUzY0QwcWtpUWdKX1duOU5UOWxyaVZfZHNtb3RoMWRnRVJKTjRRTzFEWjJCSU1NSVhvMVEtbGtBZFBySzlPLUVHSWpIM1lrdVRnVFB3eVVXeG9DUDJwSHlsRjBzNzJOQWEwMmlWSUJLSUpVbWhSazE3NjhHTzgxaG95c3lQSjdpQXAwbFdB?oc=5,2026-02-04
오스트리아,BMF,2024-04-27,어린이와 청소년을 위한 금융 지식에 관한 AT 역량 프레임워크,AT Competency Framework on financial literacy for children and youth,https://news.google.com/rss/articles/CBMiyAFBVV95cUxObklIdldHbXNoZGE1SHMtbXhFOGV3Q2cyN1IyWmp2QjM4aXFHZDh4eXJ0aHBBLXA1eFVNTXVLOEVMMTdQTE9NbVFadE5ieG9HVHJQMVo1UEJQcEN2WUwwX2NUbFRVQmNxOVNOZGdxWDM0bEdMYUsxcDc1ZWJDN19hcVRvYUdPWjJ1RDBVVU1mY180WFMzeXRpSWNjS0lBcG1YTk1zdTRBUnB1RFoyZEkzUkw3RDZjMTJBYzJNN3dOZzVmc3hpdGJqWg?oc=5,2026-02-04
핀란드,LVM,2024-04-25,글로벌 디지털 문제에서 EU의 리더십 강화,Strengthening the EU’s Leadership in Global Digital Affairs,https://news.google.com/rss/articles/CBMid0FVX3lxTFBiRG1XMDhEOURZcmpHaHh4VmZEdW9qTHhoc1FEVnI0NnY5cExxOHFZZWZlZ00wNFczazdXQk9GS1N5WTRieV96bmJ5QWl4RmNFVE5wUWNZTk52OW51d0JNekNTN01JdFN4a3dYd2YtMDhlOXVtNlZV?oc=5,2026-02-04
미국,DOC,2024-04-24,"미국 상무부와 케냐 정보통신 및 디지털 경제부 간 인공 지능 활용, 데이터 흐름 촉진, 디지털 기술 강화에 관한 공동 성명서","Joint Statement on Harnessing Artificial Intelligence, Facilitating Data Flows and Empowering Digital Upskilling Between the United States Department of Commerce and the Kenyan Ministry of Information, Communication and the Digital Economy",https://news.google.com/rss/articles/CBMivgFBVV95cUxPMzJFTFB3MlhBdlJDWE1lSTJidzhaVm1vSG9LeC12VG4yRUhJM0tiUnpMZnp4WE5wTmd3am1qaWtUa1ZLcXhkdGo2UnltVk9LSlVBdHRvc1VucUEwYWxtVnVRZmpxNG1NQjVTVjVad184YmlqSVVvczZFbDJzTnNxT0x5LVk4ZzhpREZVa3ZTRS14QUFvaFlqOVJFakRSTWRoMlhtbUFjbllZWkdsMHdibVBMX0ZVcHNuNFJxY0t3?oc=5,2026-02-04
일본,METI,2024-04-19,부록 9. 해외 가이드라인 참고자료 등,別添9.海外ガイドライン等の参照先,https://news.google.com/rss/articles/CBMijgFBVV95cUxNZFRvU1VFNGhWeVFUc2RGTm5qSGNKdGxBVVFmSFdEQVJoRW1iNHNjUFl4N2dZUXgwZlF6UnYtQXJNWXVWMVpTRlVQX1M0QmIwaWkyT0JReWhWWF93NDBxY1Rsb1NMRjNXQ0xIc1gzZ3ZLeHI5UEtLcFVtQjJrM3hta2pQRmdMMG8ybnRkSWpB?oc=5,2026-02-04
네덜란드,Digital,2024-04-07,국가 I-전략 2021,I-strategie Rijk 2021,https://news.google.com/rss/articles/CBMiowFBVV95cUxOcmtHbm5PVjVmMzBSNG5RMldQc1FNbmtTQlV1NzlqaW5yUXZoZThwcFlTY2ZMUXBYSzFCUXc1SVh5RU5JdmVSVHhsRlFLbDRRSTR5MmJTYW1WaGhnYktNUHpqMk1hSmxZdVl2ZWF2UDktOVp0YVh5ZkZmN09mMG1WcjZFWnV2dHFjU3pfUkxxUHdsRnJQVlF5M2NfdVBneUpQM1d3?oc=5,2026-02-04
중국,CAC,2024-04-03,2024 중국-아프리카 인터넷 개발 및 협력 포럼 의장의 중국-아프리카 AI 협력에 관한 성명,2024 China-Africa Internet Development and Cooperation Forum Chair´s Statement on China-Africa Cooperation on AI,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5vRGpxbXZKc0hRZmp6Snp5eDJwempnSEYzSnJHQThVQ2FtRDVCaFdWVGMyYms1emlxclVWT0FZX1NhR1U2V1JmMjNnMVNEVkh6WnhEdndORjVOWklxbURmZ2pvUHBxSGs?oc=5,2026-02-04
중국,CAC,2024-04-02,생성 인공 지능 서비스에 대한 등록 정보 공개에 대한 중국 사이버 공간 관리국의 발표,国家互联网信息办公室关于发布生成式人工智能服务已备案信息的公告,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9kcEJNMEpyeGxOY2c2MjRDdVBnVy02YWx3VnF6RjdMdjl0bnhoaWdNRVprbW9aZUMzWnNXQjNGRFduUjViV05JaTNwYW9pTC1iQUd6ZXAySWNxcDJwOC1seDNJYUw0N28?oc=5,2026-02-04
대만,moda,2024-03-30,규제 내용 - AI 제품 및 시스템 평가센터 구축 핵심 포인트,法規內容-AI產品與系統評測中心設置要點,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBYdlZ1dlF3VGlGVHVZN0FDS01faTVFSmFqVXg1S0UwWURTdXljRlFUWVpLYVJMWElCRVJmUjJsaEo1ZWdNc1B5YnA0akN4SmlnS2oyZW56ZmtoSDdYeVQ5Sg?oc=5,2026-02-04
미국,NTIA,2024-03-27,AI 책임 정책 보고서,AI Accountability Policy Report,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNekw4TTNZR05OaWlXWGtlS2x1M2lvb3dyUHdtal9DWmg5UFBjZi03QS1wSjVabTZMR2VUNldMWmg3WXJacS1DeGdCcnZlM0JpN3ZwaW1EWDFHNXdQb1JuVHpDbjQ1WmlaemJIU1pEd01rUHVyQXRraGktVVN0cWdmZTA4NG5DYUJjcW0w?oc=5,2026-02-04
미국,NTIA,2024-03-27,용어집,Glossary of Terms,https://news.google.com/rss/articles/CBMiowFBVV95cUxOR3NoRW5UMWRXbXdwNWpRQzFrRkRwRUNkU0pMS1VlSlltai1UQVM2Z041NnF6enhnTXdjUWd0bndLam9vNzcwSEVwd01yUTRzU0hQX3h1NFBLWXNaanFWNFRYYkFpa1haQWQ1T0hxVExyRkF0ZVRobDZnYWtqNTZjUHlESGhCUDhLVExzY3I3bnkwVTRPSUZNWmZYZkRDeUh1akw0?oc=5,2026-02-04
미국,NTIA,2024-03-27,평가 목적,Purpose of Evaluation,https://news.google.com/rss/articles/CBMihAJBVV95cUxPUTd6UUhLLVNwaXFwek43MGFVUzNLeGExLXQ0Zm04OTB3T0hQYmxrdWdyWEt2M3FXaVJCWkR0YWFMd0tmZS1ycTRqblV0S0FwS0RQemxjTGhzaS03eU1FUldPbjhndG1ycWoxZjh4S0RDbDl0SFlNeEdyVkExZGFuMzJ5WFpfY0NDclZVSHZHLXhERGpINEFEUk94eDQtVTlCc1N5VURoT1NhWVF4bkstdWdfcVJkekpqamkxWjlYMjZreGFEaEszTXRCZ1JkUWY4dlFoeHRkNzFWeFRpRHZKalZmTjQ4Z0U4Wl9KZ3A0UmJkblFmcXFhOWh2ZzlKN2x1S1UwdA?oc=5,2026-02-04
대만,moda,2024-03-18,Tang Feng 디지털 장관은 AI 문제에 직면한 대만의 경험을 공유하기 위해 글로벌 민주주의 정상회담에서 연설하도록 초대되었습니다 | 보도자료 - 발표 메시지 | 모다,數位部長唐鳳受邀為全球民主峰會致詞分享面對AI挑戰的臺灣經驗｜新聞發布- 公告訊息｜moda,https://news.google.com/rss/articles/CBMiWkFVX3lxTE4xOXRvSWNsRFdHSTFYUTRJaHlZeVAzM3FSSDhMLTcwQ3ltbDhkZDVibTJfOU05SWZFeWpDQVFWYi1BbGZWeXpEOHMzT3V0YlU5RllxdTlyRnZvUQ?oc=5,2026-02-04
싱가포르,MDDI,2024-02-07,AI 거버넌스에 대한 PQ에 대한 MCI의 대응,MCI's response to PQ on AI Governance,https://news.google.com/rss/articles/CBMiW0FVX3lxTFAyNy1MejVWeUlLSU1EUW03aE9mYkxKRko0Y3MydlJWMnItQlByclRMR3VncmthRzJqZUU5eUVWV2NyQlJIZ2hFSmJtSEg5THl5a3pYNkNXTDZGbWc?oc=5,2026-02-04
싱가포르,IMDA,2024-01-20,"WG4 – AI 및 데이터, 블록체인","WG4 – AI & DATA, & BLOCKCHAIN",https://news.google.com/rss/articles/CBMiggJBVV95cUxQZ2tXTWgyUkFuekdKQmlnRnNVUDU2LS1nNjg2ODRKUEd0QXY2MDE4WFVnRk1qbUlpVGszYlhIVDNUY3ZRa0plcWNCMF9ucVR3al9WUDk2TXdzRkI1M2h4ZjctU0p5TURvcENnc1g2WklRMHRSc1lOZmRFcVo5eHg4VjVUYlVQNi1RZ0p0WkFMeVZsX1hUMFlSRjNKSDRlaTdtOEVqQV80NVp0SUttMmJyMTFPbzZMb0stbjRrNTZaazZpYTRzb3BVN2JIOEdoUXJfTTlJcWo5NEZlRmgzYlBLTnVpeDg1cXdoeDZtT0ZwWmJtS0pNY2lqMWxhTkV6SHFxalE?oc=5,2026-02-04
일본,METI,2024-01-15,AI 경영시스템 국제표준이 발표됐다.,AIマネジメントシステムの国際規格が発行されました,https://news.google.com/rss/articles/CBMic0FVX3lxTE5GQmFNcmpCTUhJa1lpTjVWSlVHazZTb1BlOW80SXIwYk41eEtMWGM0R2k2d25PcHkxVlZBR3VUWEx2dHluQ0hua0ZXLVR1ZVliRnBQeXVmaE1SMlhvQmI2Tl9TWW4yZFlUd0JvNG5WazlxSW8?oc=5,2026-02-04
UAE,TDRA,2023-11-14,UAEDGMM 아랍어,UAEDGMM Arabic,https://news.google.com/rss/articles/CBMid0FVX3lxTE1NYXh1cDA0WnNZM0t1cDNmWTJZZ0ZRUlJnblRlaHA2N09XNTlWM0VKaXoyYlBMUVVtc2NUc1gxX0QxcjJPS2VSeVllQURxaW1EWS1BSVQyc2NiZUZ2bWxTR3ZZRnNwTEI1a1pBTjdBcDh6eDh4Z3dR?oc=5,2026-02-04
중국,CAC,2023-10-18,글로벌 인공지능 거버넌스 이니셔티브,全球人工智能治理倡议,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE81TFcxUUhVZURmSllBS2hmWFVQeXJPSUdOYVJTNnRCVXVaRlZ2QkMtcEhBQ19mY1E4dENGY1VOTEJpb05nS1Z2SlhFS0Vkd2tpeGdvWkFrYklSblFNcktWeFpRYllBclE?oc=5,2026-02-04
일본,METI,2023-09-26,“AI의 경제학”에 관한 문헌 검토,「AI の経済学」に関する文献レビュー,https://news.google.com/rss/articles/CBMikwFBVV95cUxNY3JfWnBoZXhBOEV3UzIxRGpYNFpvWnFqTUFVVW5WSWNMdnFzWkhXVDQtdUdXRTZkUGtIVTZNTVBQY25zQWpGSnBCVzRWTmtsSWh5T2pBak1WbmtlVUViX213bFpSM1VQOWdtSGYwX25tNExEanEwdmxHQUtuUzFwX2tmSFN6b2EzMTZ1ZkNWeW5ZTXc?oc=5,2026-02-04
일본,디지털청,2023-08-24,마이나포탈 앱,マイナポータルアプリ,https://news.google.com/rss/articles/CBMiWkFVX3lxTFByQ1A0Xzg5MTNENVVfZVM1VlRqLTBMdFNaVWZHTjUyUGM2dmFkTzdWUy1rMExpQTV5eXc4cmpxeHVocDdXek1YWk5sXy1JU3RMbi0tclVyYjdwUQ?oc=5,2026-02-04
UAE,TDRA,2023-08-10,"통신 및 디지털 정부 규제 당국은 ""2023년 디지털 에미레이트 사실 및 수치"" 보고서를 발행합니다.","هيئة تنظيم الاتصالات والحكومة الرقمية تُصدر تقرير ""الإمارات الرقمية حقائق وأرقام 2023""",https://news.google.com/rss/articles/CBMimwFBVV95cUxPUFpPZ0o5WkRZWkY3SnMtVGtSU3hvb2d5WkgxTm1CYWZxT2xqNlBxX2ZjMnkySVltcjRFV0Q0RTJidm53UnRXckdkS3M1bFlzbzBwMl9VRVY2WVhhTkoxaHZqTWJSY0FXMV9kWnRkeUF1Y2N3bVlSTlBQUFg1akk0dVpackc3eF9RanNScmQtZk9wY0p0clBVOEFySQ?oc=5,2026-02-04
일본,METI,2023-08-07,제너레이티브 AI 시대의 DX 추진에 필요한 인재와 기술의 개념 (2020년 8월) 2020년 8월 7일 디지털,生成 AI 時代の DX 推進に必要な人材・スキルの考え方 （令和 5 年 8 月） 令和 5 年 8 月 7 日 デジ,https://news.google.com/rss/articles/CBMid0FVX3lxTE5IVnJxTGxRdi1QclRLNWZwcm5WTmVYcTNOeHlvLWtMcUp1NUNIbkpFUjJPTk40T0xrYWFtcDRtSFFhS0o4dVpaUFktenpDeFFXUWN4XzhLWTRoS0d6QktnWFlXZWRmc1hSN0JFUktIc29vMVRQblN3?oc=5,2026-02-04
아일랜드,DETE,2023-07-27,AI 홍보대사: 활동 첫해 보고,AI Ambassador: Report on first year of activity,https://news.google.com/rss/articles/CBMimAFBVV95cUxQN3FmYVo1dUFpVXI4dTZEQVJmcERLTThoUm9Wd0NpVDFIV3FUaTdjWTI0OEszYkt0NVBWaE9SamdjSnhUbk13dVJ2X3NjREVQYldhV2k3cm9hOHliNEZ6ZkdFeFhkTUY2X2NHUWg2YnlnelBlYWVEbDViQ0NhQ1VnZnNiM1BBN3U4MTNYNUxQdzVWczJ5TGh0SA?oc=5,2026-02-04
중국,CAC,2023-07-13,생성인공지능 서비스 관리에 관한 임시조치,生成式人工智能服务管理暂行办法,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE0xTTVYTVRfMktqZ0dKMUdkMURIQUxVNWpSODJjZXFOakNWbUFSOW9oVlBFazNxTXA1Mmg5NjIwRmYyVEQxenJsV1VleTdYZ25hMkVQQzNGaU5yT3J3cHBNamVTQzBBV3c?oc=5,2026-02-04
미국,NTIA,2023-06-15,AI 책임 정책 접수된 의견,AI Accountability Policy Received Comments,https://news.google.com/rss/articles/CBMiswFBVV95cUxNbE1NRFNNZHcydlpnbjV6YnRjOVpmWFh0SUh6R0JRckFTU0hLMm9YTTlGQU14cWRXcEM2RHBNMnlMRml3T1dKSnI5VHVnRG1yaWFzc0tXYk4wTkJKUEdfMmpVV005Mk5qSWY0Q0hkSU5RM2Z0LXFHVmFMQjlGRDRmY1RVMFZBRlR1NWpJVTB3bm1hV3pVNjlHZEJLS1BCYmxpREhHY3RIcElNTWpTcVUxb3Q5SQ?oc=5,2026-02-04
싱가포르,IMDA,2023-06-15,H2O.ai,H2O.ai,https://news.google.com/rss/articles/CBMiggFBVV95cUxNTWY3ZUZHT2RvcU1fWDJjclVHWU1HVTFtQ2J1aldHa3c4LVNfbXlCX2U5MEMyampKYTZ6UUxtbGJPbEd0a3BaUVhvbV90Mm1NdFRqS2tkX3hOTGU4RzBkMnFvaTItRlZhTHJ5bkhDTXhBMERwQThYYVBXeTg1TlpPa0lR?oc=5,2026-02-04
UAE,TDRA,2023-06-10,베타 프로그램(학사 학위)에서 인증받은 대학 및 전공,Universities and Majors Accredited in Betha Program (Bachelor Degree),https://news.google.com/rss/articles/CBMiqwFBVV95cUxNdThFeVRwdXJwYzBYREk5eHFQMkg0cU93dGE3c013dmh6WFIwaV8zLWloUkttMlp2UG9xeEZBTVlWVkNiaWs0ck1rSmlzeElPWExxT1JwS0VEVEpNYVBvZGI1bG9paDdma245SWF2dVNIdnRUYXRYcU5JV2xMR3lVQlVWdmp1RTNoeVFEV2ZOdnY2MkRndWN2UmE5TE4tODgzOHdIR3RiMm5EZkk?oc=5,2026-02-04
미국,NTIA,2023-04-11,"NTIA, AI 책임 강화를 위해 공개 의견 모색",NTIA Seeks Public Input to Boost AI Accountability,https://news.google.com/rss/articles/CBMikAFBVV95cUxQRjBORkFuSVd1WFNSSFY2bThHd0lDajc2dU5qWDBzSWxXRGlqVTlUNkNIMER5MFZqcjlsb2UxMlpkbkg2S2g2aUwtQml2S1lpUi1VSmdEM2E5amhYNUtlbUpIRWNRazIxa0hFRHlCd0NTUi11ODlpNk43THBLTnRxQjJiejI0bkRJVmNzOWkwSjg?oc=5,2026-02-04
UAE,TDRA,2023-03-13,ICT용어사전,قاموس مصطلحات تكنولوجيا المعلومات والاتصالات,https://news.google.com/rss/articles/CBMiVkFVX3lxTE5SdThwSjVlQUtIdlFMdC1kcHNnbDFzMU1YU2xIcjNDbkgxTzY1ZXZWWHd4dlE0NnMyNFpXQ0dDWi1ZZm93X2RqR2ROcEkzYTlRNS12MWd3?oc=5,2026-02-04
네덜란드,EZK,2023-03-02,AI 영향 평가,AI Impact Assessment,https://news.google.com/rss/articles/CBMihwFBVV95cUxQTkFlZmFPZW14V2tVbTc0eTNtMzZ4WW83QTFDZlprT0lFdEdQMlFYd0ZCREFlLUJvZVBpTG1hQ3VDMkxYNk40NE44RUc5S21DQlU1RWZBMGJITHE3aXVhMFBVbWZQU3pobkN2M2FaUXpQU29xbU1vTm9zZGh2d3lPSUp4cE9Ybms?oc=5,2026-02-04
노르웨이,KDD,2022-12-05,AI 책임 지침,AI-ansvarsdirektivet,https://news.google.com/rss/articles/CBMinwFBVV95cUxOZWtQUzA2Z05nTWJnT1FPYUQ4QzFHRXpLSTlvV2picEtTUVJFZjZWdk1QQ1pPVFdtc0l1SXh3Q3hPdlZIbUVaNEdmc1pERlp4Yk5HU0lQQmVMZHltak1qbkk5OU9STDhCekpjcXU3OW1KZl80QkVjN3JmcGdjZXJxelZ3YTRVMVpCNVF3cHhHcFhOMXM3Q2Y0QW53ZjdIWUU?oc=5,2026-02-04
네덜란드,EZK,2022-10-31,* '565 / 1211,* '565 / 1211,https://news.google.com/rss/articles/CBMixgFBVV95cUxOTXRCTk5jX05ObEM4SDAtYkZzeFlvZEZ3Mmlaci1TZjg4LVBFcGlqWkRfSjBRcmZ0ZlJmTFpWQ0Y5bF85WDdUQkY0WEFzNWFGWUJ4Y3VxU3JFV25jM2xoVk9Rem9tOEluTEwzWnRFeUszVWRVa3pUbnZRcDFGRmVZcHp1TERNcXZNcnh1RDYzUXctRmVNQkhrUFBEcDk1VkkxZ2RqSmFPR0FlNUF6RVNuaFFHZ0Y2ZGxXSF9xSWRHMi1NLXY0eVE?oc=5,2026-02-04
사우디,MCIT,2022-09-18,인공지능 전문가가 되려면?,كيف تصبح متخصص في الذكاء الاصطناعي,https://news.google.com/rss/articles/CBMiW0FVX3lxTE43Q2hhLWtxYzZaakMxR21BeU02NjZsWWExZEpuUjRJcU9CODBBSmR1aFFXYTJvMTZHd0hTeFZzQjhUTlRGM256RnZsLTdjcXk0ci16OGQ0MzRWV0E?oc=5,2026-02-04
대만,moda,2022-08-05,moda — 디지털부,moda — 數位發展部 Ministry of Digital Affairs,https://news.google.com/rss/articles/CBMiN0FVX3lxTE1jMzljMGl6aEJaMnRMOUduVWpuRTNJbTlZdmN6UUpabldHMV9DTXVnVkpXbFlvYzQ?oc=5,2026-02-04
아일랜드,DETE,2022-07-23,아일랜드 공공 협의 보고서를 위한 국가 AI 전략,National AI Strategy for Ireland Public Consultation Report,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQekEwV2tUTTVVNzJuRVpIY25ibmViQ25NYTQzM0lUZEpFclpFUFc0Mm9la2xkZkVoYVNMQWw5VVBiZE14ZGNjUmdlUG9QcE1xZlUtUFJhS1h5eWFJWEJtcnlDaWJxaXBET3kydFJ5RUNnVnBxa2gwLXVYcTBJbUp0aXM1djJQOUt3djRPMnh3NEw3UlJrMHJsTW93MDlhcE9WbnJrX3VZNE4?oc=5,2026-02-04
대만,MOEA,2022-04-20,클라우드 3대 기업의 AI 레이아웃 전략 논의,談三大雲端業者的AI布局策略,https://news.google.com/rss/articles/CBMikAFBVV95cUxOdEtEbFFnSEstME5Hal9yUlZ4UDVYNGVyODhBOTY1MjNKU2ZiWlZTMnF6UXZfVU9SWjNVX0FLVHQ3TGlodHZjUE95V0hvYlVXeWxMQVBvMlpDeGxOaHFBWFQ0bVh3S25sTjFIUGNrbUhvVFIwYUFVdW1iZnFtNWFyZ2xLa3BjYVkwVFg3c0daenI?oc=5,2026-02-04
UAE,TDRA,2022-02-25,TDRA,TDRA,https://news.google.com/rss/articles/CBMiO0FVX3lxTE1DdjZmaVF4S1J6WFJ3NURUWnprVTItWmZ3TUFWZERxMFBnYmJRdzd1Slk1eTN6YllrdnNJ?oc=5,2026-02-04
프랑스,Bercy,2022-01-27,프레스,Presse,https://news.google.com/rss/articles/CBMiR0FVX3lxTFA2TVJfQWhNSGR1cFRsQlZYc0tpSUV4NGhXVW1JckRDcTZyMTVWbXA5NWRpRTlpMWZEeXhkRUQ1RXFNOEpCbVA0?oc=5,2026-02-04
독일,BMWK,2022-01-18,연방경제기후보호부(BMWK),Bundesministerium für Wirtschaft und Klimaschutz (BMWK),https://news.google.com/rss/articles/CBMiN0FVX3lxTE16aHZsbC1JekRRN3J2UkxJcmJ0QUMyZUc4cl9IZUh4cWExaTBoNDZPNExWdkY5SjQ?oc=5,2026-02-04
UAE,TDRA,2022-01-07,보고서 템플릿,نموذج التقرير,https://news.google.com/rss/articles/CBMisAFBVV95cUxNRkw2c2JkNW9Ic3RNb0MtZXNLdlJGUVJ1blVLTkFQS3ZoNlFqQ0dkNWU1SFMtRGpSeTdBUElMQUlBUU9aWVBrRWxtdl9ZRFNGcllSN0RIZXZ0R01xcHotY3hNa1owQVUwWWtsOXIwV3Q2N0tWWjJKaDJ0M2ZHVF93YVNva2t5X3NJRXJIYTQxNnIzcEZmS0ZYWEIxRE9aR1ZlWWhyUFNsOEhhcC16em9IbA?oc=5,2026-02-04
핀란드,MEE,2021-12-25,인공지능 4.0,Tekoäly 4.0,https://news.google.com/rss/articles/CBMiVEFVX3lxTFB2UFV3bkJNR2RBV1BqTDBURVhYMVpGRi1lanNEVGdPSXRIWDVfOUh4WXFWRGM4bnlLX1pJdVFZRDNoanNQLVZseURJcldKbjgyU2lEVQ?oc=5,2026-02-04
사우디,MCIT,2021-10-10,AI 인공지능,AI الذكاء الاصطناعي,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9fMU1VaHBETW10MjRrR01uMGRlbFUtYXdZZUJ6dWc0c3AtQUdrNkVUeW44Q19vdDY0dWhlal84TS1SZllrcVp4dEl2YlItT1loUzlkT0gyVkZVUQ?oc=5,2026-02-04
일본,METI,2021-07-16,2020년도 전략근본기술 고도화 및 협업지원사업(중소기업 AI 활용촉진 연구사업),令和2年度戦略的基盤技術 高度化・連携支援事業 (中小企業のＡＩ活用促進に 関する調査事業),https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9uOFI1dzVYXzlWWUxPZXFHOS11cTJkOWpWeEJGQmhWMWRYUkJuc3BjMjZLREhwSDNNdGplWS1wUzVXbTNvZ284Um5pSzZITnEzdnlTLTV3ckp6SmxJT015YmdXQzRVOG8?oc=5,2026-02-04
일본,METI,2021-07-09,일본의 AI 거버넌스 ver. 1.1,我が国の AI ガバナンスの在り方 ver. 1.1,https://news.google.com/rss/articles/CBMijgFBVV95cUxPUjZMUFVWMl9OaS13Skd0bGdaTHczZlNuR2NZR19TSG9CVm9ReFdCQkFxWUtuVktEWTY5VklrYU5HaHppU2trc2JSODNkR3MyNXJRcjUwUU81RDFtUk94c0FuU1BiV0FOUUYtVldjejFNLWFlVlc1LTRjeDBoRUtkZ3BhYnJORUp1cnRydkZR?oc=5,2026-02-04
일본,METI,2021-07-09,일본의 AI 거버넌스 ver. 1.0,我が国の AI ガバナンスの在り方 ver. 1.0,https://news.google.com/rss/articles/CBMijgFBVV95cUxQSWxOU2Y5WTBRVmJUcjBmV25DQ1p0TzduTzhBUEVjbVZCcXZOckUyd0pDLXBYaXNBc3Q3OHM3Z1NxakxHYkdGT0pBSDh6dnVHRzdHOVpXeDdwYzQwSG51MnFuZ3BiMl9nRmhraUFpQmxFOV92dnhWNW5kN0tTWHRka3lIVGlCdGQ5a1Y3cVVR?oc=5,2026-02-04
UAE,TDRA,2021-05-27,통신 및 디지털 정부 규제 기관,هيئة تنظيم الاتصالات والحكومة الرقمية,https://news.google.com/rss/articles/CBMiN0FVX3lxTE52SE11Y3pBR3NtWUU4cDVidm5Ka2NvTXBpakhxN0ZEMDBwdTk1ZzJyTzJxbFZULWc?oc=5,2026-02-04
네덜란드,EZK,2021-05-26,차량 등록대부 조회,Viewing the vehicle registration register,https://news.google.com/rss/articles/CBMipwFBVV95cUxPUGtjV1lEYWYwVzNlQ3J2SVZnTFR1TlVuUEdnMVZpZ2prN1hzSXhjak1QUTJOV1UyYVRhQmNJOGc1OGM2ZkdzRkVxYjVjdnd6bXlUQXl2TWhQRF9keDBfNmV1TjVQN2FzeEktZ2h5UG1uOFJKRGwtSGp2Uy1ETllVcHRTVHlnU2lBWklOaUJvUmN0NGI2TVRXQUotOUoyVUNjeU9VSUgxMA?oc=5,2026-02-04
