발행일,발행부처,문서종류,제목(영문),원문링크,문서번호
2025-12-31,"Energy Department, Federal Energy Regulatory Commission",Notice,Notice of Commission Closing and Filing Deadlines,https://www.federalregister.gov/documents/2025/12/31/2025-24025/notice-of-commission-closing-and-filing-deadlines,2025-24025
2025-12-31,Nuclear Regulatory Commission,Notice,Information Collection: Nondiscrimination in Federally Assisted Programs or Activities Receiving Federal Financial Assistance From the Commission,https://www.federalregister.gov/documents/2025/12/31/2025-24024/information-collection-nondiscrimination-in-federally-assisted-programs-or-activities-receiving,2025-24024
2025-12-31,Nuclear Regulatory Commission,Notice,"Information Collection: NRC Form 277, Request for Visit",https://www.federalregister.gov/documents/2025/12/31/2025-24023/information-collection-nrc-form-277-request-for-visit,2025-24023
2025-12-31,"Energy Department, Federal Energy Regulatory Commission",Notice,PacifiCorp; Notice of Application Tendered for Filing With the Commission and Soliciting Additional Study Requests,https://www.federalregister.gov/documents/2025/12/31/2025-24021/pacificorp-notice-of-application-tendered-for-filing-with-the-commission-and-soliciting-additional,2025-24021
2025-12-31,Securities and Exchange Commission,Notice,Agency Information Collection Activities; Proposed Collection; Comment Request; Extension: Regulation SBSR,https://www.federalregister.gov/documents/2025/12/31/2025-24019/agency-information-collection-activities-proposed-collection-comment-request-extension-regulation,2025-24019
2025-12-30,Environmental Protection Agency,Rule,Air Plan Approval; South Carolina; Second Planning Period Regional Haze Plan,https://www.federalregister.gov/documents/2025/12/30/C1-2025-22565/air-plan-approval-south-carolina-second-planning-period-regional-haze-plan,C1-2025-22565
2025-12-30,Environmental Protection Agency,Notice,"No-Migration Variance From Land Disposal Restrictions for Clean Harbors Lone Mountain, Oklahoma",https://www.federalregister.gov/documents/2025/12/30/C1-2025-22553/no-migration-variance-from-land-disposal-restrictions-for-clean-harbors-lone-mountain-oklahoma,C1-2025-22553
2025-12-30,"Commerce Department, National Oceanic and Atmospheric Administration",Rule,Coastal Migratory Pelagic Resources of the Gulf of America and Atlantic Region; 2025-2026 Commercial Accountability Measure for the King Mackerel Run-Around Gillnet Fishery,https://www.federalregister.gov/documents/2025/12/30/2025-24028/coastal-migratory-pelagic-resources-of-the-gulf-of-america-and-atlantic-region-2025-2026-commercial,2025-24028
2025-12-30,"Transportation Department, Federal Aviation Administration",Proposed Rule,"Modification of Class E Airspace; Denver International Airport, Denver, CO",https://www.federalregister.gov/documents/2025/12/30/2025-24026/modification-of-class-e-airspace-denver-international-airport-denver-co,2025-24026
2025-12-30,"Transportation Department, Federal Aviation Administration",Proposed Rule,"Modification of Class E Airspace; Ketchikan International Airport, Ketchikan, AK",https://www.federalregister.gov/documents/2025/12/30/2025-24022/modification-of-class-e-airspace-ketchikan-international-airport-ketchikan-ak,2025-24022
2025-12-30,"Commerce Department, National Oceanic and Atmospheric Administration",Rule,Fisheries of the Exclusive Economic Zone Off Alaska; Reallocation of Pacific Cod in the Bering Sea and Aleutian Islands Management Area,https://www.federalregister.gov/documents/2025/12/30/2025-24020/fisheries-of-the-exclusive-economic-zone-off-alaska-reallocation-of-pacific-cod-in-the-bering-sea,2025-24020
2025-12-30,"Commerce Department, National Oceanic and Atmospheric Administration",Rule,Fisheries of the Northeastern United States; Summer Flounder Fishery; Quota Transfer From North Carolina to New Jersey,https://www.federalregister.gov/documents/2025/12/30/2025-24018/fisheries-of-the-northeastern-united-states-summer-flounder-fishery-quota-transfer-from-north,2025-24018
2025-12-30,Farm Credit Administration,Notice,Sunshine Act Meetings,https://www.federalregister.gov/documents/2025/12/30/2025-24017/sunshine-act-meetings,2025-24017
2025-12-30,"Commerce Department, National Oceanic and Atmospheric Administration",Rule,Fisheries of the Northeastern United States; Atlantic Bluefish Fishery; Quota Transfer From New Jersey to North Carolina,https://www.federalregister.gov/documents/2025/12/30/2025-24016/fisheries-of-the-northeastern-united-states-atlantic-bluefish-fishery-quota-transfer-from-new-jersey,2025-24016
2025-12-30,International Trade Commission,Notice,Chromium Trioxide From India and Turkey; Revised Schedule for the Subject Proceeding,https://www.federalregister.gov/documents/2025/12/30/2025-24015/chromium-trioxide-from-india-and-turkey-revised-schedule-for-the-subject-proceeding,2025-24015
2025-12-30,"Transportation Department, Federal Aviation Administration",Rule,Airworthiness Directives; Aerospace & Defense Oxygen Systems SaS (Part of Safran Aerosystems) (Formerly Known as Air Liquide),https://www.federalregister.gov/documents/2025/12/30/2025-24014/airworthiness-directives-aerospace-and-defense-oxygen-systems-sas-part-of-safran-aerosystems,2025-24014
2025-12-30,Education Department,Notice,National Advisory Committee on Institutional Quality and Integrity,https://www.federalregister.gov/documents/2025/12/30/2025-24013/national-advisory-committee-on-institutional-quality-and-integrity,2025-24013
2025-12-30,"Commerce Department, National Oceanic and Atmospheric Administration",Notice,Fisheries of the Exclusive Economic Zone Off Alaska; North Pacific Observer Program Standard Ex-Vessel Prices,https://www.federalregister.gov/documents/2025/12/30/2025-24012/fisheries-of-the-exclusive-economic-zone-off-alaska-north-pacific-observer-program-standard,2025-24012
2025-12-30,"Transportation Department, National Highway Traffic Safety Administration",Notice,"Volkswagen Group of America, Inc., Grant of Petition for Decision of Inconsequential Noncompliance",https://www.federalregister.gov/documents/2025/12/30/2025-24011/volkswagen-group-of-america-inc-grant-of-petition-for-decision-of-inconsequential-noncompliance,2025-24011
2025-12-30,"Transportation Department, National Highway Traffic Safety Administration",Notice,"ElectraMeccanica Vehicles Corp., Grant of Petition for Decision of Inconsequential Noncompliance",https://www.federalregister.gov/documents/2025/12/30/2025-24010/electrameccanica-vehicles-corp-grant-of-petition-for-decision-of-inconsequential-noncompliance,2025-24010
2025-12-30,"Transportation Department, National Highway Traffic Safety Administration",Notice,"Goodyear Tire & Rubber Company, Grant of Petition for Decision of Inconsequential Noncompliance",https://www.federalregister.gov/documents/2025/12/30/2025-24009/goodyear-tire-and-rubber-company-grant-of-petition-for-decision-of-inconsequential-noncompliance,2025-24009
2025-12-30,"Transportation Department, National Highway Traffic Safety Administration",Notice,"Toyota Motor North America, Grant of Petition for Decision of Inconsequential Noncompliance",https://www.federalregister.gov/documents/2025/12/30/2025-24008/toyota-motor-north-america-grant-of-petition-for-decision-of-inconsequential-noncompliance,2025-24008
2025-12-30,"Homeland Security Department, Office of the Secretary",Notice,"Determination Pursuant to Section 102 of the Illegal Immigration Reform and Immigrant Responsibility Act of 1996, as Amended",https://www.federalregister.gov/documents/2025/12/30/2025-24007/determination-pursuant-to-section-102-of-the-illegal-immigration-reform-and-immigrant-responsibility,2025-24007
2025-12-30,Agriculture Department,Notice,Submission for OMB Review; Comment Request,https://www.federalregister.gov/documents/2025/12/30/2025-24006/submission-for-omb-review-comment-request,2025-24006
2025-12-30,"Health and Human Services Department, Centers for Disease Control and Prevention",Notice,"Decision To Evaluate a Petition To Designate a Class of Employees From United Nuclear Corporation in Hematite, Missouri, To Be Included in the Special Exposure Cohort",https://www.federalregister.gov/documents/2025/12/30/2025-24005/decision-to-evaluate-a-petition-to-designate-a-class-of-employees-from-united-nuclear-corporation-in,2025-24005
2025-12-30,"Health and Human Services Department, National Institutes of Health",Notice,National Cancer Institute; Notice of Meeting,https://www.federalregister.gov/documents/2025/12/30/2025-24004/national-cancer-institute-notice-of-meeting,2025-24004
2025-12-30,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/12/30/2025-24003/center-for-scientific-review-notice-of-closed-meetings,2025-24003
2025-12-30,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/12/30/2025-24002/center-for-scientific-review-notice-of-closed-meetings,2025-24002
2025-12-30,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/12/30/2025-24001/center-for-scientific-review-notice-of-closed-meetings,2025-24001
2025-12-30,International Trade Commission,Notice,"Certain Composite Intermediate Bulk Containers; Notice of Commission Determination Not To Review Three Initial Determinations Terminating the Investigation With Respect to the Remaining Respondents Based on Consent Orders; Request for Written Submissions on Remedy, the Public Interest, and Bonding",https://www.federalregister.gov/documents/2025/12/30/2025-24000/certain-composite-intermediate-bulk-containers-notice-of-commission-determination-not-to-review,2025-24000
2025-12-30,"Commerce Department, National Oceanic and Atmospheric Administration",Notice,Pacific Fishery Management Council; Public Meetings and Hearings,https://www.federalregister.gov/documents/2025/12/30/2025-23999/pacific-fishery-management-council-public-meetings-and-hearings,2025-23999
2025-12-30,State Department,Rule,"International Traffic in Arms Regulations: Exemption for Defense Trade and Cooperation Among Australia, the United Kingdom, and the United States",https://www.federalregister.gov/documents/2025/12/30/2025-23998/international-traffic-in-arms-regulations-exemption-for-defense-trade-and-cooperation-among,2025-23998
2025-12-30,Veterans Affairs Department,Notice,Agency Information Collection Activity: Application for Benefits for Qualifying Veteran's Child Born With Disabilities,https://www.federalregister.gov/documents/2025/12/30/2025-23997/agency-information-collection-activity-application-for-benefits-for-qualifying-veterans-child-born,2025-23997
2025-12-30,Postal Service,Rule,Shape-Based Labeling Lists,https://www.federalregister.gov/documents/2025/12/30/2025-23996/shape-based-labeling-lists,2025-23996
2025-12-30,Education Department,Notice,Agency Information Collection Activities; Comment Request; Federal Student Aid User Experience Design Research Generic Clearance,https://www.federalregister.gov/documents/2025/12/30/2025-23995/agency-information-collection-activities-comment-request-federal-student-aid-user-experience-design,2025-23995
2025-12-30,"Commerce Department, National Oceanic and Atmospheric Administration",Notice,"Agency Information Collection Activities; Submission to the Office of Management and Budget (OMB) for Review and Approval; Comment Request; Alaska License Limitation Program for Groundfish, Crab, and Scallops",https://www.federalregister.gov/documents/2025/12/30/2025-23994/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-omb-for,2025-23994
2025-12-30,Education Department,Notice,Agency Information Collection Activities; Comment Request; Student Assistance General Provisions-Subpart K-Cash Management,https://www.federalregister.gov/documents/2025/12/30/2025-23993/agency-information-collection-activities-comment-request-student-assistance-general,2025-23993
