발행일,발행부처,문서종류,제목(한글),제목(영문),원문링크
2025-08-26,Executive Office of the President,대통령문서,더 나은 디자인을 통해 국가를 발전시키다,Improving Our Nation Through Better Design,https://www.federalregister.gov/documents/2025/08/26/2025-16396/improving-our-nation-through-better-design
2025-08-26,Environmental Protection Agency,최종규칙(Rule),상업 및 산업용 고형 폐기물 소각 장치: 재해 복구에 사용되는 임시 사용 소각로 및 에어 커튼 소각로,Commercial and Industrial Solid Waste Incineration Units: Temporary-Use Incinerators and Air Curtain Incinerators Used in Disaster Recovery,https://www.federalregister.gov/documents/2025/08/26/2025-16360/commercial-and-industrial-solid-waste-incineration-units-temporary-use-incinerators-and-air-curtain
2025-08-26,Environmental Protection Agency,최종규칙(Rule),하이드로플루오로카본의 단계적 폐지: 용도별 허용량에 대한 적격성 검토 및 갱신,Phasedown of Hydrofluorocarbons: Review and Renewal of Eligibility for Application-Specific Allowances,https://www.federalregister.gov/documents/2025/08/26/2025-16357/phasedown-of-hydrofluorocarbons-review-and-renewal-of-eligibility-for-application-specific
2025-08-26,"Homeland Security Department, Coast Guard",최종규칙(Rule),"안전지대; 체서피크 만, 볼티모어, MD","Safety Zone; Chesapeake Bay, Baltimore, MD",https://www.federalregister.gov/documents/2025/08/26/2025-16354/safety-zone-chesapeake-bay-baltimore-md
2025-08-26,Federal Communications Commission,최종규칙(Rule),"삭제, 삭제, 삭제; 쓸모없는 규정의 제거","Delete, Delete, Delete; Removal of Obsolete Regulations",https://www.federalregister.gov/documents/2025/08/26/2025-16351/delete-delete-delete-removal-of-obsolete-regulations
2025-08-26,Federal Communications Commission,최종규칙(Rule),인프라 투자에 대한 장벽을 제거하여 유선 광대역 구축 가속화,Accelerating Wireline Broadband Deployment by Removing Barriers to Infrastructure Investment,https://www.federalregister.gov/documents/2025/08/26/2025-16332/accelerating-wireline-broadband-deployment-by-removing-barriers-to-infrastructure-investment
2025-08-26,"Treasury Department, Foreign Assets Control Office",최종규칙(Rule),시리아 제재 규정,Syrian Sanctions Regulations,https://www.federalregister.gov/documents/2025/08/26/2025-16324/syrian-sanctions-regulations
2025-08-26,Health and Human Services Department,최종규칙(Rule),국립보건원 소수민족 생명의학 연구지원사업 종료 및 관련 규정 폐지,Terminating National Institutes of Health Minority Biomedical Research Support Program and Rescinding the Program's Related Regulation,https://www.federalregister.gov/documents/2025/08/26/2025-16321/terminating-national-institutes-of-health-minority-biomedical-research-support-program-and
2025-08-26,Nuclear Regulatory Commission,최종규칙(Rule),디자인 인증 기간 개정,Revising the Duration of Design Certifications,https://www.federalregister.gov/documents/2025/08/26/2025-16286/revising-the-duration-of-design-certifications
2025-08-26,Federal Communications Commission,최종규칙(Rule),"통신 인증 기관, 측정 시설 및 장비 인증 프로그램의 무결성 및 보안을 촉진합니다. 보정","Promoting the Integrity and Security of Telecommunications Certification Bodies, Measurement Facilities, and the Equipment Authorization Program; Correction",https://www.federalregister.gov/documents/2025/08/26/2025-16285/promoting-the-integrity-and-security-of-telecommunications-certification-bodies-measurement
2025-08-25,Executive Office of the President,대통령문서,"텍사스주 카메론 카운티에 게이트웨이 국제교(Gateway International Bridge) 육로 입국항에 보행자 국경 건널목을 건설, 유지 및 운영하도록 승인","Authorizing Cameron County, Texas, To Construct, Maintain, and Operate a Pedestrian Border Crossing at the Gateway International Bridge Land Port of Entry",https://www.federalregister.gov/documents/2025/08/25/2025-16320/authorizing-cameron-county-texas-to-construct-maintain-and-operate-a-pedestrian-border-crossing-at
2025-08-25,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; Leonardo S.p.A. 헬리콥터,Airworthiness Directives; Leonardo S.p.A. Helicopters,https://www.federalregister.gov/documents/2025/08/25/2025-16261/airworthiness-directives-leonardo-spa-helicopters
2025-08-25,"Commerce Department, National Oceanic and Atmospheric Administration",최종규칙(Rule),알래스카 배타적경제수역 어업; 베링해 및 알류샨 열도; Groundfish에 대한 최종 2025년 및 2026년 수확 사양; 보정,Fisheries of the Exclusive Economic Zone off Alaska; Bering Sea and Aleutian Islands; Final 2025 and 2026 Harvest Specifications for Groundfish; Correction,https://www.federalregister.gov/documents/2025/08/25/2025-16242/fisheries-of-the-exclusive-economic-zone-off-alaska-bering-sea-and-aleutian-islands-final-2025-and
2025-08-25,Energy Department,최종규칙(Rule),국방물자생산법에 따른 자발적 협약 이행,Implementing Voluntary Agreements Under the Defense Production Act,https://www.federalregister.gov/documents/2025/08/25/2025-16235/implementing-voluntary-agreements-under-the-defense-production-act
2025-08-25,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; 에어버스 SAS 비행기,Airworthiness Directives; Airbus SAS Airplanes,https://www.federalregister.gov/documents/2025/08/25/2025-16212/airworthiness-directives-airbus-sas-airplanes
2025-08-25,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"감항성 지침; Airbus Canada Limited Partnership(CSALP(C Series Aircraft Limited Partnership), Bombardier, Inc.가 이전에 보유한 형식 인증서)","Airworthiness Directives; Airbus Canada Limited Partnership (Type Certificate Previously Held by C Series Aircraft Limited Partnership (CSALP); Bombardier, Inc.) Airplanes",https://www.federalregister.gov/documents/2025/08/25/2025-16211/airworthiness-directives-airbus-canada-limited-partnership-type-certificate-previously-held-by-c
2025-08-25,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; ATR-GIE Avions de Transport 지역 비행기,Airworthiness Directives; ATR-GIE Avions de Transport Régional Airplanes,https://www.federalregister.gov/documents/2025/08/25/2025-16210/airworthiness-directives-atr-gie-avions-de-transport-rgional-airplanes
2025-08-25,"Defense Department, Defense Acquisition Regulations System",최종규칙(Rule),국방 연방 획득 규정 보충: 특정 고등 교육 기관에 대한 제한(DFARS 사례 2024-D023),Defense Federal Acquisition Regulation Supplement: Limitation on Certain Institutes of Higher Education (DFARS Case 2024-D023),https://www.federalregister.gov/documents/2025/08/25/2025-16207/defense-federal-acquisition-regulation-supplement-limitation-on-certain-institutes-of-higher
2025-08-25,"Defense Department, Defense Acquisition Regulations System",최종규칙(Rule),국방 연방 획득 규정 보충 자료: 특정 컨설팅 서비스에 대한 이해 상충 방지(DFARS 사례 2024-D007),Defense Federal Acquisition Regulation Supplement: Preventing Conflicts of Interest for Certain Consulting Services (DFARS Case 2024-D007),https://www.federalregister.gov/documents/2025/08/25/2025-16206/defense-federal-acquisition-regulation-supplement-preventing-conflicts-of-interest-for-certain
2025-08-25,"Defense Department, Defense Acquisition Regulations System",최종규칙(Rule),국방 연방 획득 규정 보충 자료: 획득 관련 임계값의 인플레이션 조정(DFARS 사례 2024-D002),Defense Federal Acquisition Regulation Supplement: Inflation Adjustment of Acquisition-Related Thresholds (DFARS Case 2024-D002),https://www.federalregister.gov/documents/2025/08/25/2025-16205/defense-federal-acquisition-regulation-supplement-inflation-adjustment-of-acquisition-related
2025-08-25,"Defense Department, Defense Acquisition Regulations System",최종규칙(Rule),국방 연방 획득 규정 보충; 기술적인 수정사항,Defense Federal Acquisition Regulation Supplement; Technical Amendments,https://www.federalregister.gov/documents/2025/08/25/2025-16204/defense-federal-acquisition-regulation-supplement-technical-amendments
2025-08-25,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"클래스 D 및 클래스 E 공역의 개정; 엘크하트와 고센, 인디애나","Amendment of Class D and Class E Airspace; Elkhart and Goshen, IN",https://www.federalregister.gov/documents/2025/08/25/2025-16199/amendment-of-class-d-and-class-e-airspace-elkhart-and-goshen-in
2025-08-25,"Homeland Security Department, Coast Guard",최종규칙(Rule),"안전지대; 마우미 강, 톨레도, 오하이오주","Safety Zone; Maumee River, Toledo, OH",https://www.federalregister.gov/documents/2025/08/25/2025-16196/safety-zone-maumee-river-toledo-oh
2025-08-25,"Homeland Security Department, Coast Guard",최종규칙(Rule),"안전지대; 시릴 E. 킹 공항 서쪽, 세인트 토마스, VI","Safety Zone; West of Cyril E. King Airport, St. Thomas, VI",https://www.federalregister.gov/documents/2025/08/25/2025-16194/safety-zone-west-of-cyril-e-king-airport-st-thomas-vi
2025-08-25,Environmental Protection Agency,최종규칙(Rule),플로리다; 상업용 및 산업용 고형 폐기물 소각 장치의 배출 통제를 위한 주 계획 승인,Florida; Approval of State Plan for Control of Emissions From Commercial and Industrial Solid Waste Incineration Units,https://www.federalregister.gov/documents/2025/08/25/2025-16193/florida-approval-of-state-plan-for-control-of-emissions-from-commercial-and-industrial-solid-waste
2025-08-25,"Interior Department, Fish and Wildlife Service",최종규칙(Rule),철새 사냥; 2025-26 특정 철새 사냥 시즌,Migratory Bird Hunting; 2025-26 Seasons for Certain Migratory Game Birds,https://www.federalregister.gov/documents/2025/08/25/2025-16192/migratory-bird-hunting-2025-26-seasons-for-certain-migratory-game-birds
2025-08-25,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"감항성 지침; Viking Air Limited(Bombardier Inc. 및 de Havilland, Inc.가 이전에 보유한 형식 인증서) 비행기","Airworthiness Directives; Viking Air Limited (Type Certificate Previously Held by Bombardier Inc. and de Havilland, Inc.) Airplanes",https://www.federalregister.gov/documents/2025/08/25/2025-16190/airworthiness-directives-viking-air-limited-type-certificate-previously-held-by-bombardier-inc-and
2025-08-22,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"클래스 D 및 클래스 E4 공역 폐지; 클래스 E2 공역 설립; 클래스 E5 공역 개정, 메릴랜드주 애버딘","Revocation of Class D and Class E4 Airspace; Establishment of Class E2 Airspace; Amendment of Class E5 Airspace, Aberdeen, MD",https://www.federalregister.gov/documents/2025/08/22/2025-16159/revocation-of-class-d-and-class-e4-airspace-establishment-of-class-e2-airspace-amendment-of-class-e5
2025-08-22,Environmental Protection Agency,최종규칙(Rule),"기술적 수정: 기한 연장: 신규, 재구성 및 수정된 배출원에 대한 성능 표준 및 기존 배출원에 대한 배출 지침: 석유 및 천연가스 부문 기후 검토 임시 최종 규칙; 통합 철강 제조 시설의 유해 대기 오염 물질에 대한 국가 배출 표준; 코크스 오븐의 유해 대기 오염 물질에 대한 국가 배출 표준: 푸싱, 켄칭, 배터리 스택 및 코크스 오븐 배터리","Technical Correction: Extension of Deadlines: Standards of Performance for New, Reconstructed, and Modified Sources and Emissions Guidelines for Existing Sources: Oil and Natural Gas Sector Climate Review Interim Final Rule; National Emission Standards for Hazardous Air Pollutants for Integrated Iron and Steel Manufacturing Facilities; National Emission Standards for Hazardous Air Pollutants for Coke Ovens: Pushing, Quenching, and Battery Stacks, and Coke Oven Batteries",https://www.federalregister.gov/documents/2025/08/22/2025-16152/technical-correction-extension-of-deadlines-standards-of-performance-for-new-reconstructed-and
